연번,분류,주성분코드,제품코드,제품명,업체명,ATC코드,ATC코드명칭,비고
10687,259,458801ACS,656004200,두타락연질캡슐0.5밀리그램(두타스테리드)_(0.5mg/1캡슐),알리코제약(주),G04CB02,dutasteride,
10688,259,458801ACS,644101840,네오다트연질캡슐0.5밀리그램(두타스테리드)_(0.5mg/1캡슐),제이더블유신약(주),G04CB02,dutasteride,
10689,259,458801ACS,626900620,자이가드연질캡슐0.5밀리그램(두타스테리드)_(0.5mg/1캡슐),(주)한독테바,G04CB02,dutasteride,
10690,259,458801ACS,653403330,두타드연질캡슐0.5밀리그램(두타스테리드)_(0.5mg/1캡슐),동국제약(주),G04CB02,dutasteride,
10691,259,458801ACS,643802490,두타라이드연질캡슐0.5밀리그램(두타스테리드)_(0.5mg/1캡슐),신신제약(주),G04CB02,dutasteride,
10692,259,458801ACS,670701820,두타렉스연질캡슐0.5밀리그램(두타스테리드)_(0.5mg/1캡슐),초당약품공업(주),G04CB02,dutasteride,
10693,259,458801ACS,647804350,아두타연질캡슐0.5밀리그램(두타스테리드)_(0.5mg/1캡슐),삼진제약(주),G04CB02,dutasteride,
10694,259,458801ACS,643505870,두테드연질캡슐0.5밀리그램(두타스테리드)_(0.5mg/1캡슐),한미약품(주),G04CB02,dutasteride,
10695,259,458801ACS,644308980,아보탄연질캡슐0.5밀리그램(두타스테리드)_(0.5mg/1캡슐),한국유나이티드제약(주),G04CB02,dutasteride,
10696,259,458801ACS,694000980,대웅바이오두타스테리드연질캡슐0.5밀리그램_(0.5mg/1캡슐),대웅바이오(주),G04CB02,dutasteride,
10697,259,458801ACS,642506360,두타반연질캡슐(두타스테리드)_(0.5mg/1캡슐),동아에스티(주),G04CB02,dutasteride,
10698,259,458801ACS,648103600,두로칸연질캡슐0.5밀리그램(두타스테리드)_(0.5mg/1캡슐),경동제약(주),G04CB02,dutasteride,
10699,259,458801ACS,644501810,두스타연질캡슐0.5밀리그램(두타스테리드)_(0.5mg/1캡슐),(주)유유제약,G04CB02,dutasteride,
10700,259,458801ACS,641805800,두아보연질캡슐0.5밀리그램(두타스테리드)_(0.5mg/1캡슐),광동제약(주),G04CB02,dutasteride,
10701,259,458801ACS,657305770,두타리드연질캡슐(두타스테리드)_(0.5mg/1캡슐),(주)동구바이오제약,G04CB02,dutasteride,
10702,259,458801ACS,658603220,두타스카연질캡슐0.5밀리그램(두타스테리드)_(0.5mg/1캡슐),이연제약(주),G04CB02,dutasteride,
10703,259,458801ACS,645404390,두타젠연질캡슐0.5밀리그램(두타스테리드)_(0.5mg/1캡슐),제일약품(주),G04CB02,dutasteride,
10704,259,458801ACS,645905930,두테론연질캡슐0.5밀리그램(두타스테리드)_(0.5mg/1캡슐),동광제약(주),G04CB02,dutasteride,
10705,259,458801ACS,628800770,모플러스연질캡슐0.5밀리그램(두타스테리드)_(0.5mg/1캡슐),(주)휴비스트제약,G04CB02,dutasteride,
10706,259,458801ACS,651204460,삼천당두타스테리드연질캡슐0.5밀리그램_(0.5mg/1캡슐),삼천당제약(주),G04CB02,dutasteride,
10707,259,458801ACS,654003830,아나딘연질캡슐0.5밀리그램(두타스테리드)_(0.5mg/1캡슐),아주약품(주),G04CB02,dutasteride,
10708,259,458801ACS,659901060,아보두타연질캡슐0.5밀리그램(두타스테리드)_(0.5mg/1캡슐),(주)한국팜비오,G04CB02,dutasteride,
10709,259,458801ACS,643703980,아보스티드연질캡슐0.5밀리그램(두타스테리드)_(0.5mg/1캡슐),국제약품(주),G04CB02,dutasteride,
10710,259,458801ACS,653005720,아보타스연질캡슐(두타스테리드)_(0.5mg/1캡슐),(주)한국파마,G04CB02,dutasteride,
10711,259,458801ACS,661904500,아보테드연질캡슐0.5밀리그램(두타스테리드)_(0.5mg/1캡슐),영풍제약(주),G04CB02,dutasteride,
10712,259,458801ACS,649102680,원투스테리드연질캡슐(두타스테리드)_(0.5mg/1캡슐),한국휴텍스제약(주),G04CB02,dutasteride,
10713,259,458801ACS,669502020,유로다트연질캡슐0.5mg(두타스테리드)_(0.5mg/1캡슐),(주)씨티씨바이오,G04CB02,dutasteride,
10714,259,458801ACS,641606190,두타겟연질캡슐0.5밀리그램(두타스테리드)_(0.5mg/1캡슐),(주)대웅제약,G04CB02,dutasteride,
10715,259,458801ACS,643305930,두테스몰연질캡슐0.5밀리그램(두타스테리드)_(0.5mg/1캡슐),(주)종근당,G04CB02,dutasteride,
10716,259,458801ACS,641703790,아보스타연질캡슐0.5밀리그램(두타스테리드)_(0.5mg/1캡슐),일양약품(주),G04CB02,dutasteride,
10717,259,458801ACS,642104080,아보테리드연질캡슐0.5밀리그램(두타스테리드)_(0.5mg/1캡슐),(주)유한양행,G04CB02,dutasteride,
10718,259,458801ACS,671805270,두타텍트연질캡슐0.5밀리그램(두타스테리드)_(0.5mg/1캡슐),대원제약(주),G04CB02,dutasteride,
10719,259,458801ACS,648506740,아보피나연질캡슐0.5밀리그램(두타스테리드)_(0.5mg/1캡슐),신풍제약(주),G04CB02,dutasteride,
10720,259,458801ACS,671704980,프로다트연질캡슐0.5밀리그램(두타스테리드)_(0.5mg/1캡슐),한국콜마(주),G04CB02,dutasteride,
10721,259,458801ACS,670607300,휴메리나연질캡슐0.5밀리그램(두타스테리드)_(0.5mg/1캡슐),(주)휴온스,G04CB02,dutasteride,
10722,259,458801ACS,650204650,안국두타스테리드연질캡슐0.5밀리그램_(0.5mg/1캡슐),안국약품(주),G04CB02,dutasteride,
10723,259,458801ACS,650000780,아보다트연질캡슐0.5밀리그램(두타스테리드)_(0.5mg/1캡슐),(주)글락소스미스클라인,G04CB02,dutasteride,
10724,259,458801ACS,648603550,씨엠두타연질캡슐0.5mg(두타스테리드)_(0.5mg/1캡슐),(주)씨엠지제약,G04CB02,dutasteride,
10725,259,458801ACS,658203810,타테린연질캡슐0.5밀리그램(두타스테리드)_(0.5mg/1캡슐),이니스트바이오제약(주),G04CB02,dutasteride,
10726,259,493801ATB,651602090,솔리카정5mg(솔리페나신숙신산염)_(5mg/1정),한화제약(주),G04BD08,solifenacin,
10727,259,493801ATB,640007110,베시스타정5밀리그램(솔리페나신숙신산염)_(5mg/1정),씨제이헬스케어(주),G04BD08,solifenacin,
10728,259,493801ATB,694001430,베시솔정5밀리그램(솔리페나신숙신산염)_(5mg/1정),대웅바이오(주),G04BD08,solifenacin,
10729,259,493801ATB,693902620,셀페리나정5밀리그램(솔리페나신숙신산염)_(5mg/1정),(주)셀트리온제약,G04BD08,solifenacin,
10730,259,493801ATB,648603050,씨엠케어정5mg(솔리페나신숙신산염)_(5mg/1정),(주)씨엠지제약,G04BD08,solifenacin,
10731,259,493801ATB,653403210,솔베신정5밀리그램(솔리페나신숙신산염)_(5mg/1정),동국제약(주),G04BD08,solifenacin,
10732,259,493801ATB,671705180,베시캄정5밀리그램(솔리페나신숙신산염)_(5mg/1정),한국콜마(주),G04BD08,solifenacin,
10733,259,493801ATB,651204240,베시민정5mg(솔리페나신숙신산염)_(5mg/1정),삼천당제약(주),G04BD08,solifenacin,
10734,259,493801ATB,657805510,베시큐정5밀리그램(솔리페나신숙신산염)_(5mg/1정),하나제약(주),G04BD08,solifenacin,
10735,259,493801ATB,658202720,솔레나신정5밀리그램(솔리페나신숙신산염)_(5mg/1정),이니스트바이오제약(주),G04BD08,solifenacin,
10736,259,493801ATB,667100610,솔리나정5mg(솔리페나신숙신산염)_(5mg/1정),한국약품(주),G04BD08,solifenacin,
10737,259,493801ATB,693201420,솔리나페정5mg(솔리페나신숙신산염)_(5mg/1정),(주)한국글로벌제약,G04BD08,solifenacin,
10738,259,493801ATB,660702720,솔리신정5mg(솔리페나신숙신산염)_(5mg/1정),위더스제약(주),G04BD08,solifenacin,
10739,259,493801ATB,665506690,유니페나신정5mg(솔리페나신숙신산염)_(5mg/1정),한국유니온제약(주),G04BD08,solifenacin,
10740,259,493801ATB,649001310,솔리페솔정5밀리그램(솔리페나신숙신산염)_(5mg/1정),풍림무약(주),G04BD08,solifenacin,
10741,259,493801ATB,654305020,솔리페신정5mg(솔리페나신숙신산염)_(5mg/1정),오스틴제약(주),G04BD08,solifenacin,
10742,259,493801ATB,658603250,솔리페어정5밀리그램(솔리페나신숙신산염)_(5mg/1정),이연제약(주),G04BD08,solifenacin,
10743,259,493801ATB,652903630,오비케어정5밀리그램(솔리페나신숙신산염)_(5mg/1정),(주)서울제약,G04BD08,solifenacin,
10744,259,493801ATB,649102520,웰유로정5mg(솔리페나신숙신산염)_(5mg/1정),한국휴텍스제약(주),G04BD08,solifenacin,
10745,259,493801ATB,657502840,유나케어정5mg(솔리페나신숙신산염)_(5mg/1정),미래제약(주),G04BD08,solifenacin,
10746,259,493801ATB,646003930,유로테라정5밀리그램(솔리페나신숙신산염)_(5mg/1정),(주)메디카코리아,G04BD08,solifenacin,
10747,259,493801ATB,654004580,솔신정5밀리그램(솔리페나신숙신산염)_(5mg/1정),아주약품(주),G04BD08,solifenacin,
10748,259,493801ATB,644805010,유아이신정5밀리그램(솔리페나신숙신산염)_(5mg/1정),태극제약(주),G04BD08,solifenacin,
10749,259,493801ATB,657306630,유토케어정5mg(솔리페나신숙신산염)_(5mg/1정),(주)동구바이오제약,G04BD08,solifenacin,
10750,259,493801ATB,651503660,케어실정5mg(솔리페나신숙신산염)_(5mg/1정),(주)하원제약,G04BD08,solifenacin,
10751,259,493801ATB,644102590,큐어나신정5mg(솔리페나신숙신산염)_(5mg/1정),제이더블유신약(주),G04BD08,solifenacin,
10752,259,493801ATB,653005620,베시시정5mg(솔리페나신숙신산염)_(5mg/1정),(주)한국파마,G04BD08,solifenacin,
10753,259,493801ATB,650204390,안국솔리페나신정5mg(솔리페나신숙신산염)_(5mg/1정),안국약품(주),G04BD08,solifenacin,
10754,259,493801ATB,669804670,메디페나신정5mg(솔리페나신숙신산염)_(5mg/1정),구주제약(주),G04BD08,solifenacin,
10755,259,493801ATB,640903110,솔리프정5mg(솔리페나신숙신산염)_(5mg/1정),(주)일화,G04BD08,solifenacin,
10756,259,493801ATB,698003460,베시콜정5밀리그램(솔리페나신숙신산염)_(5mg/1정),콜마파마(주),G04BD08,solifenacin,
10757,259,493801ATB,678600710,베시커버정5밀리그램(솔리페나신숙신산염)_(5mg/1정),(주)다산제약,G04BD08,solifenacin,
10758,259,493801ATB,698502960,유리페나정5mg(솔리페나신숙신산염)_(5mg/1정),(주)테라젠이텍스,G04BD08,solifenacin,
10759,259,493801ATB,644003760,솔리테어정5mg(솔리페나신숙신산염)_(5mg/1정),삼익제약(주),G04BD08,solifenacin,
10760,259,493801ATB,669906180,뉴페신정5mg(솔리페나신숙신산염)_(5mg/1정),대한뉴팜(주),G04BD08,solifenacin,
10761,259,493801ATB,670104100,솔페나신정5밀리그램(솔리페나신숙신산염)_(5mg/1정),우리들제약(주),G04BD08,solifenacin,
10762,259,493801ATB,694204840,솔토니신정5mg(솔리페나신숙신산염)_(5mg/1정),정우신약(주),G04BD08,solifenacin,
10763,259,493801ATB,656004490,솔페락정5mg(솔리페나신숙신산염)_(5mg/1정),알리코제약(주),G04BD08,solifenacin,
10764,259,493801ATB,643104250,솔리콘정5mg(솔리페나신숙신산염)_(5mg/1정),(주)바이넥스,G04BD08,solifenacin,
10765,259,493801ATB,646203820,베시젠정5mg(솔리페나신숙신산염)_(5mg/1정),(주)뉴젠팜,G04BD08,solifenacin,
10766,259,493801ATB,52400120,인페나신정5mg(솔리페나신숙신산염)_(5mg/1정),(주)인트로바이오파마,G04BD08,solifenacin,
10767,259,493801ATB,642306960,삼성솔리페나신정5mg(솔리페나신숙신산염)_(5mg/1정),삼성제약(주),G04BD08,solifenacin,
10768,259,493801ATB,642905790,유로케어정5밀리그램(솔리페나신숙신산염)_(5mg/1정),일동제약(주),G04BD08,solifenacin,
10769,259,493801ATB,663607040,베시나정5밀리그램(솔리페나신숙신산염)_(5mg/1정),한국프라임제약(주),G04BD08,solifenacin,
10770,259,493801ATB,665002300,베스칸정5밀리그램(솔리페나신숙신산염)_(5mg/1정),(주)경보제약,G04BD08,solifenacin,
10771,259,493801ATB,645404950,솔리나신정5밀리그램(솔리페나신숙신산염)_(5mg/1정),제일약품(주),G04BD08,solifenacin,
10772,259,493801ATB,645906260,베시칼린정5mg(솔리페나신숙신산염)_(5mg/1정),동광제약(주),G04BD08,solifenacin,
10773,259,493801ATB,659901050,오에이비정5mg(솔리페나신숙신산염)_(5mg/1정),(주)한국팜비오,G04BD08,solifenacin,
10774,259,493801ATB,662503210,넥스페나신정5mg(솔리페나신숙신산염)_(5mg/1정),(주)넥스팜코리아,G04BD08,solifenacin,
10775,259,493801ATB,626900790,테바솔리페퀄정5밀리그램(솔리페나신숙신산염)_(5mg/1정),(주)한독테바,G04BD08,solifenacin,
10776,259,493801ATB,652606250,솔리시톨정5밀리그램(솔리페나신숙신산염)_(5mg/1정),알보젠코리아(주),G04BD08,solifenacin,
10777,259,493801ATB,661604680,알피솔리정5mg(솔리페나신숙신산염)_(5mg/1정),(주)알피바이오,G04BD08,solifenacin,
10778,259,493801ATB,679801580,솔리큐어정5mg(솔리페나신숙신산염)_(5mg/1정),(주)티디에스팜,G04BD08,solifenacin,
10779,259,493801ATB,661904550,베시페나정5밀리그램(솔리페나신숙신산염)_(5mg/1정),영풍제약(주),G04BD08,solifenacin,
10780,259,493801ATB,621802650,솔라페신정5밀리그램(솔리페나신숙신산염)_(5mg/1정),(주)한국파비스제약,G04BD08,solifenacin,
10781,259,493801ATB,669604650,솔실정5밀리그램(솔리페나신숙신산염)_(5mg/1정),(주)아이월드제약,G04BD08,solifenacin,
10782,259,493801ATB,622802950,솔리페노실정5밀리그램(솔리페나신숙신산염)_(5mg/1정),(주)마더스제약,G04BD08,solifenacin,
10783,259,493801ATB,625201210,솔베나정5밀리그램(솔리페나신숙신산염)_(5mg/1정),(주)화이트생명과학,G04BD08,solifenacin,
10784,259,493801ATB,642803000,솔리스탑정5밀리그램(솔리페나신숙신산염)_(5mg/1정),고려제약(주),G04BD08,solifenacin,
10785,259,493801ATB,696601770,일양바이오솔리페나신숙신산염정5mg_(5mg/1정),일양바이오팜(주),G04BD08,solifenacin,
10786,259,493801ATB,647204580,솔페리신정5밀리그램(솔리페나신숙신산염)_(5mg/1정),한국코러스(주),G04BD08,solifenacin,
10787,259,493801ATB,649807270,솔리케어정5mg(솔리페나신숙신산염)_(5mg/1정),명문제약(주),G04BD08,solifenacin,
10788,259,493801ATB,664901380,솔리페정5mg(솔리페나신숙신산염)_(5mg/1정),성원애드콕제약(주),G04BD08,solifenacin,
10789,259,493801ATB,649507530,오아비정5밀리그램(솔리페나신숙신산염)_(5mg/1정),유니메드제약(주),-,-,18년하반기작업예정
10790,259,493801ATB,642404160,솔피펜정5밀리그램(솔리페나신숙신산염)_(5mg/1정),영진약품공업(주),G04BD08,solifenacin,
10791,259,493801ATB,641704960,요시케어정5밀리그램(솔리페나신숙신산염)_(5mg/1정),일양약품(주),G04BD08,solifenacin,
10792,259,493801ATB,648507380,유로페나신정5밀리그램(솔리페나신숙신산염)_(5mg/1정),신풍제약(주),G04BD08,solifenacin,
10793,259,493801ATB,644913960,제이케어정5밀리그램(솔리페나신숙신산염)_(5mg/1정),제이더블유중외제약(주),G04BD08,solifenacin,
10794,259,493801ATB,671805970,솔리프로정5mg(솔리페나신숙신산염)_(5mg/1정),대원제약(주),G04BD08,solifenacin,
10795,259,493801ATB,645604840,소울큐정5밀리그램(솔리페나신숙신산염)_(5mg/1정),대화제약(주),G04BD08,solifenacin,
10796,259,493801ATB,648103820,솔페신정5밀리그램(솔리페나신숙신산염)_(5mg/1정),경동제약(주),G04BD08,solifenacin,
10797,259,493801ATB,670607680,휴페나신정5밀리그램(솔리페나신숙신산염)_(5mg/1정),(주)휴온스,G04BD08,solifenacin,
10798,259,493801ATB,677200070,베시케어정5밀리그램(솔리페나신숙신산염)_(5mg/1정),한국아스텔라스제약(주),G04BD08,solifenacin,
10799,259,493801ATD,643307680,솔리토스구강붕해정5밀리그램(솔리페나신숙신산염)_(5mg/1정),(주)종근당,G04BD08,solifenacin,
10800,259,493802ATB,651602080,솔리카정10mg(솔리페나신숙신산염)_(10mg/1정),한화제약(주),G04BD08,solifenacin,
10801,259,493802ATB,640007080,베시스타정10밀리그램(솔리페나신숙신산염)_(10mg/1정),씨제이헬스케어(주),G04BD08,solifenacin,
10802,259,493802ATB,694001420,베시솔정10밀리그램(솔리페나신숙신산염)_(10mg/1정),대웅바이오(주),G04BD08,solifenacin,
10803,259,493802ATB,693902580,셀페리나정10밀리그램(솔리페나신숙신산염)_(10mg/1정),(주)셀트리온제약,G04BD08,solifenacin,
10804,259,493802ATB,648603060,씨엠케어정10mg(솔리페나신숙신산염)_(10mg/1정),(주)씨엠지제약,G04BD08,solifenacin,
10805,259,493802ATB,653403200,솔베신정10밀리그램(솔리페나신숙신산염)_(10mg/1정),동국제약(주),G04BD08,solifenacin,
10806,259,493802ATB,671705170,베시캄정10밀리그램(솔리페나신숙신산염)_(10mg/1정),한국콜마(주),G04BD08,solifenacin,
10807,259,493802ATB,651204250,베시민정10mg(솔리페나신숙신산염)_(10mg/1정),삼천당제약(주),G04BD08,solifenacin,
10808,259,493802ATB,657805500,베시큐정10밀리그램(솔리페나신숙신산염)_(10mg/1정),하나제약(주),G04BD08,solifenacin,
10809,259,493802ATB,658202730,솔레나신정10밀리그램(솔리페나신숙신산염)_(10mg/1정),이니스트바이오제약(주),G04BD08,solifenacin,
10810,259,493802ATB,693201430,솔리나페정10mg(솔리페나신숙신산염)_(10mg/1정),(주)한국글로벌제약,G04BD08,solifenacin,
10811,259,493802ATB,660702710,솔리신정10mg(솔리페나신숙신산염)_(10mg/1정),위더스제약(주),G04BD08,solifenacin,
10812,259,493802ATB,665506660,유니페나신정10mg(솔리페나신숙신산염)_(10mg/1정),한국유니온제약(주),G04BD08,solifenacin,
10813,259,493802ATB,622802350,솔리페노실정(솔리페나신숙신산염)_(10mg/1정),(주)마더스제약,G04BD08,solifenacin,
10814,259,493802ATB,649001320,솔리페솔정10밀리그램(솔리페나신숙신산염)_(10mg/1정),풍림무약(주),G04BD08,solifenacin,
10815,259,493802ATB,654305030,솔리페신정10mg(솔리페나신숙신산염)_(10mg/1정),오스틴제약(주),G04BD08,solifenacin,
10816,259,493802ATB,658603260,솔리페어정10밀리그램(솔리페나신숙신산염)_(10mg/1정),이연제약(주),G04BD08,solifenacin,
10817,259,493802ATB,652903620,오비케어정10밀리그램(솔리페나신숙신산염)_(10mg/1정),(주)서울제약,G04BD08,solifenacin,
10818,259,493802ATB,649102510,웰유로정10mg(솔리페나신숙신산염)_(10mg/1정),한국휴텍스제약(주),G04BD08,solifenacin,
10819,259,493802ATB,657502810,유나케어정10mg(솔리페나신숙신산염)_(10mg/1정),미래제약(주),G04BD08,solifenacin,
10820,259,493802ATB,646003920,유로테라정10밀리그램(솔리페나신숙신산염)_(10mg/1정),(주)메디카코리아,G04BD08,solifenacin,
10821,259,493802ATB,654004570,솔신정10밀리그램(솔리페나신숙신산염)_(10mg/1정),아주약품(주),G04BD08,solifenacin,
10822,259,493802ATB,657306640,유토케어정10mg(솔리페나신숙신산염)_(10mg/1정),(주)동구바이오제약,G04BD08,solifenacin,
10823,259,493802ATB,651503670,케어실정10mg(솔리페나신숙신산염)_(10mg/1정),(주)하원제약,G04BD08,solifenacin,
10824,259,493802ATB,644102580,큐어나신정10mg(솔리페나신숙신산염)_(10mg/1정),제이더블유신약(주),G04BD08,solifenacin,
10825,259,493802ATB,653005630,베시시정10mg(솔리페나신숙신산염)_(10mg/1정),(주)한국파마,G04BD08,solifenacin,
10826,259,493802ATB,650204370,안국솔리페나신정10mg(솔리페나신숙신산염)_(10mg/1정),안국약품(주),G04BD08,solifenacin,
10827,259,493802ATB,645906110,베시칼린정10mg(솔리페나신숙신산염)_(10mg/1정),동광제약(주),G04BD08,solifenacin,
10828,259,493802ATB,669804660,메디페나신정10mg(솔리페나신숙신산염)_(10mg/1정),구주제약(주),G04BD08,solifenacin,
10829,259,493802ATB,640903120,솔리프정10mg(솔리페나신숙신산염)_(10mg/1정),(주)일화,G04BD08,solifenacin,
10830,259,493802ATB,698003470,베시콜정10밀리그램(솔리페나신숙신산염)_(10mg/1정),콜마파마(주),G04BD08,solifenacin,
10831,259,493802ATB,678600720,베시커버정10밀리그램(솔리페나신숙신산염)_(10mg/1정),(주)다산제약,G04BD08,solifenacin,
10832,259,493802ATB,698502970,유리페나정10mg(솔리페나신숙신산염)_(10mg/1정),(주)테라젠이텍스,G04BD08,solifenacin,
10833,259,493802ATB,644003750,솔리테어정10mg(솔리페나신숙신산염)_(10mg/1정),삼익제약(주),G04BD08,solifenacin,
10834,259,493802ATB,669906190,뉴페신정10mg(솔리페나신숙신산염)_(10mg/1정),대한뉴팜(주),G04BD08,solifenacin,
10835,259,493802ATB,670104110,솔페나신정10밀리그램(솔리페나신숙신산염)_(10mg/1정),우리들제약(주),G04BD08,solifenacin,
10836,259,493802ATB,694204590,솔토니신정10mg(솔리페나신숙신산염)_(10mg/1정),정우신약(주),G04BD08,solifenacin,
10837,259,493802ATB,656004480,솔페락정10mg(솔리페나신숙신산염)_(10mg/1정),알리코제약(주),G04BD08,solifenacin,
10838,259,493802ATB,643104240,솔리콘정10mg(솔리페나신숙신산염)_(10mg/1정),(주)바이넥스,G04BD08,solifenacin,
10839,259,493802ATB,646203830,베시젠정10mg(솔리페나신숙신산염)_(10mg/1정),(주)뉴젠팜,G04BD08,solifenacin,
10840,259,493802ATB,52400130,인페나신정10mg(솔리페나신숙신산염)_(10mg/1정),(주)인트로바이오파마,G04BD08,solifenacin,
10841,259,493802ATB,642306950,삼성솔리페나신정10mg(솔리페나신숙신산염)_(10mg/1정),삼성제약(주),G04BD08,solifenacin,
10842,259,493802ATB,642905780,유로케어정10밀리그램(솔리페나신숙신산염)_(10mg/1정),일동제약(주),G04BD08,solifenacin,
10843,259,493802ATB,663607050,베시나정10밀리그램(솔리페나신숙신산염)_(10mg/1정),한국프라임제약(주),G04BD08,solifenacin,
10844,259,493802ATB,665002310,베스칸정10밀리그램(솔리페나신숙신산염)_(10mg/1정),(주)경보제약,G04BD08,solifenacin,
10845,259,493802ATB,645404960,솔리나신정10밀리그램(솔리페나신숙신산염)_(10mg/1정),제일약품(주),G04BD08,solifenacin,
10846,259,493802ATB,659901040,오에이비정10mg(솔리페나신숙신산염)_(10mg/1정),(주)한국팜비오,G04BD08,solifenacin,
10847,259,493802ATB,662503200,넥스페나신정10mg(솔리페나신숙신산염)_(10mg/1정),(주)넥스팜코리아,G04BD08,solifenacin,
10848,259,493802ATB,626900780,테바솔리페퀄정10밀리그램(솔리페나신숙신산염)_(10mg/1정),(주)한독테바,G04BD08,solifenacin,
10849,259,493802ATB,652606260,솔리시톨정10밀리그램(솔리페나신숙신산염)_(10mg/1정),알보젠코리아(주),G04BD08,solifenacin,
10850,259,493802ATB,661604690,알피솔리정10mg(솔리페나신숙신산염)_(10mg/1정),(주)알피바이오,G04BD08,solifenacin,
10851,259,493802ATB,679801570,솔리큐어정10mg(솔리페나신숙신산염)_(10mg/1정),(주)티디에스팜,G04BD08,solifenacin,
10852,259,493802ATB,661904560,베시페나정10밀리그램(솔리페나신숙신산염)_(10mg/1정),영풍제약(주),G04BD08,solifenacin,
10853,259,493802ATB,621802640,솔라페신정10밀리그램(솔리페나신숙신산염)_(10mg/1정),(주)한국파비스제약,G04BD08,solifenacin,
10854,259,493802ATB,669604680,솔실정10밀리그램(솔리페나신숙신산염)_(10mg/1정),(주)아이월드제약,G04BD08,solifenacin,
10855,259,493802ATB,625201200,솔베나정10밀리그램(솔리페나신숙신산염)_(10mg/1정),(주)화이트생명과학,G04BD08,solifenacin,
10856,259,493802ATB,642803010,솔리스탑정10밀리그램(솔리페나신숙신산염)_(10mg/1정),고려제약(주),G04BD08,solifenacin,
10857,259,493802ATB,696601760,일양바이오솔리페나신숙신산염정10mg_(10mg/1정),일양바이오팜(주),G04BD08,solifenacin,
10858,259,493802ATB,647204570,솔페리신정10밀리그램(솔리페나신숙신산염)_(10mg/1정),한국코러스(주),G04BD08,solifenacin,
10859,259,493802ATB,649807260,솔리케어정10mg(솔리페나신숙신산염)_(10mg/1정),명문제약(주),G04BD08,solifenacin,
10860,259,493802ATB,664901390,솔리페정10mg(솔리페나신숙신산염)_(10mg/1정),성원애드콕제약(주),G04BD08,solifenacin,
10861,259,493802ATB,649507540,오아비정10밀리그램(솔리페나신숙신산염)_(10mg/1정),유니메드제약(주),-,-,18년하반기작업예정
10862,259,493802ATB,642404150,솔피펜정10밀리그램(솔리페나신숙신산염)_(10mg/1정),영진약품공업(주),G04BD08,solifenacin,
10863,259,493802ATB,641704950,요시케어정10밀리그램(솔리페나신숙신산염)_(10mg/1정),일양약품(주),G04BD08,solifenacin,
10864,259,493802ATB,648507370,유로페나신정10밀리그램(솔리페나신숙신산염)_(10mg/1정),신풍제약(주),G04BD08,solifenacin,
10865,259,493802ATB,644913950,제이케어정10밀리그램(솔리페나신숙신산염)_(10mg/1정),제이더블유중외제약(주),G04BD08,solifenacin,
10866,259,493802ATB,671805980,솔리프로정10mg(솔리페나신숙신산염)_(10mg/1정),대원제약(주),G04BD08,solifenacin,
10867,259,493802ATB,645604850,소울큐정10밀리그램(솔리페나신숙신산염)_(10mg/1정),대화제약(주),G04BD08,solifenacin,
10868,259,493802ATB,648103830,솔페신정10밀리그램(솔리페나신숙신산염)_(10mg/1정),경동제약(주),G04BD08,solifenacin,
10869,259,493802ATB,670607690,휴페나신정10밀리그램(솔리페나신숙신산염)_(10mg/1정),(주)휴온스,G04BD08,solifenacin,
10870,259,493802ATB,677200080,베시케어정10밀리그램(솔리페나신숙신산염)_(10mg/1정),한국아스텔라스제약(주),G04BD08,solifenacin,
10871,259,493802ATD,643307670,솔리토스구강붕해정10밀리그램(솔리페나신숙신산염)_(10mg/1정),(주)종근당,G04BD08,solifenacin,
10872,259,503801ATR,648901320,토비애즈서방정4밀리그람(페소테로딘푸마르산염)_(4mg/1정),한국화이자제약(주),G04BD11,fesoterodine,
10873,259,503802ATR,648901330,토비애즈서방정8밀리그람(페소테로딘푸마르산염)_(8mg/1정),한국화이자제약(주),G04BD11,fesoterodine,
10874,259,504202ACH,662503190,넥스로신캡슐4mg(실로도신)_(4mg/1캡슐),(주)넥스팜코리아,G04CA04,silodosin,
10875,259,504202ACH,669906290,뉴로신캡슐4mg(실로도신)_(4mg/1캡슐),대한뉴팜(주),G04CA04,silodosin,
10876,259,504202ACH,657306710,동구실로도신캡슐_(4mg/1캡슐),(주)동구바이오제약,G04CA04,silodosin,
10877,259,504202ACH,645404380,실로나신캡슐4밀리그램(실로도신)_(4mg/1캡슐),제일약품(주),G04CA04,silodosin,
10878,259,504202ACH,645208820,실로신캡슐4밀리그램(실로도신)_(4mg/1캡슐),에이프로젠제약(주),G04CA04,silodosin,
10879,259,504202ACH,658202770,실루로신캡슐4밀리그램(실로도신)_(4mg/1캡슐),이니스트바이오제약(주),G04CA04,silodosin,
10880,259,504202ACH,643704010,유니패스캡슐(실로도신)_(4mg/1캡슐),국제약품(주),G04CA04,silodosin,
10881,259,504202ACH,654004630,유리도신캡슐4밀리그램(실로도신)_(4mg/1캡슐),아주약품(주),G04CA04,silodosin,
10882,259,504202ACH,644805060,트로실캡슐4밀리그램(실로도신)_(4mg/1캡슐),태극제약(주),G04CA04,silodosin,
10883,259,504202ACH,658603270,트루도신캡슐4밀리그램(실로도신)_(4mg/1캡슐),이연제약(주),G04CA04,silodosin,
10884,259,504202ACH,663606720,트루신캡슐(실로도신)_(4mg/1캡슐),한국프라임제약(주),G04CA04,silodosin,
